Channel1,Channel2,Auto Threshold B,Pearson's Coefficient,Thresholded M1,Thresholded M2,Prot1,Prot2,Sample,Rep,Area A,Area B
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.276,0.043,0.04,TMEM9,LAMP1,well2,1,154.796,142.306
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.373,0.007,0.153,TMEM9,LAMP1,well2,1,226.849,10.313
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.392,0,0,TMEM9,LAMP1,well2,1,358.757,0.875
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.277,2.40E-04,0.057,TMEM9,LAMP1,well2,1,192.373,0.693
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.17,0.002,0.015,TMEM9,LAMP1,well2,1,226.739,24.856
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.388,0.004,0.233,TMEM9,LAMP1,well2,1,85.962,1.415
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.113,0,0,TMEM9,LAMP1,well2,1,226.384,0.57
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.558,0.192,0.762,CLCN3,EEA1,well2,1,135.454,24.873
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.562,0.18,0.783,CLCN3,EEA1,well2,1,67.08,13.837
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.322,0.075,0.343,CLCN3,EEA1,well2,1,74.939,11.572
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.589,0.169,0.984,CLCN3,EEA1,well2,1,59.395,7.825
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.421,0.017,0.335,CLCN3,EEA1,well2,1,133.066,4.918
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.295,0.013,0.002,CLCN3,EEA1,well2,1,0.794,4.221
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.589,0.148,0.966,CLCN3,EEA1,well2,1,120.759,13.376
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.522,0.055,0.001,CLCN3,EEA1,well2,1,0.258,21.852
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.385,0.039,0.18,CLCN3,LAMP1,well2,1,171.159,36.876
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.349,0.068,0.054,CLCN3,LAMP1,well2,1,107.953,142.306
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.354,0.008,0.151,CLCN3,LAMP1,well2,1,176.284,10.313
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.386,0,0,CLCN3,LAMP1,well2,1,363.189,0.875
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.288,2.59E-04,0.057,CLCN3,LAMP1,well2,1,175.992,0.693
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.205,0.009,0.03,CLCN3,LAMP1,well2,1,102.397,24.856
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.47,0.001,0.047,CLCN3,LAMP1,well2,1,62.23,1.415
C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.12,0,0,CLCN3,LAMP1,well2,1,135.432,0.57
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.844,0.003,0.261,CLCN3,TMEM9,well2,1,0.803,135.454
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.938,0.792,0.841,CLCN3,TMEM9,well2,1,61.858,67.08
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.964,0.945,0.861,CLCN3,TMEM9,well2,1,85.096,74.939
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.97,0.973,0.888,CLCN3,TMEM9,well2,1,68.513,59.395
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.965,0.962,0.844,CLCN3,TMEM9,well2,1,161.099,133.066
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.934,0.297,0.003,CLCN3,TMEM9,well2,1,178.929,0.794
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.968,0.958,0.844,CLCN3,TMEM9,well2,1,144.491,120.759
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.892,0.086,5.98E-04,CLCN3,TMEM9,well2,1,184.709,0.258
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.93,0.916,0.844,CLCN3,TMEM9,well2,1,188.127,171.159
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.905,0.952,0.761,CLCN3,TMEM9,well2,1,154.796,107.953
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.925,0.941,0.771,CLCN3,TMEM9,well2,1,226.849,176.284
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.945,0.887,0.892,CLCN3,TMEM9,well2,1,358.757,363.189
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.969,0.921,0.862,CLCN3,TMEM9,well2,1,192.373,175.992
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.512,0.587,0.256,CLCN3,TMEM9,well2,1,226.739,102.397
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.493,0.115,0.163,CLCN3,TMEM9,well2,1,85.962,62.23
C2-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP1-well2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.916,0.978,0.686,CLCN3,TMEM9,well2,1,226.384,135.432
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.921,0.72,0.962,TMEM9,CLCN3,well1,3,114.764,78.209
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.918,0.773,0.905,TMEM9,CLCN3,well1,3,107.438,83.862
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.968,0.852,0.986,TMEM9,CLCN3,well1,3,107.353,84.496
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.85,0.002,0.101,TMEM9,CLCN3,well1,3,120.615,0.934
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.928,0.942,0.788,TMEM9,CLCN3,well1,3,254.569,328.578
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.888,0.547,0.843,TMEM9,CLCN3,well1,3,100.483,56.607
C2-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP3-fixed--CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.95,0.775,0.992,TMEM9,CLCN3,well1,3,135.306,92.473
C2-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.966,0.875,0.871,TMEM9,CLCN3,well1,3,117.514,117.992
C2-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.973,0.808,0.965,TMEM9,CLCN3,well1,3,142.585,110.619
C2-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.968,0.932,0.957,TMEM9,CLCN3,well1,3,143.092,137.346
C2-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.954,0.849,0.935,TMEM9,CLCN3,well1,3,181.498,160.301
